Individual: ab4743 ,20,1,4/14/20 14:46,2251
Individual: bmb2193 ,20,1,4/14/20 14:50,2253
Will's Group ,20,6,4/14/20 14:54,2256
Individual: yl4409 ,20,1,4/14/20 15:03,2257
Les Amis ,20,2,4/14/20 15:07,2258
Individual: fic2102 ,20,1,4/14/20 15:16,2264
Individual: mah2331 ,20,1,4/14/20 15:20,2265
The Yids ,20,8,4/14/20 15:24,2266
Individual: ccg2151 ,20,1,4/14/20 15:33,2268
ThaliaSam ,20,2,4/14/20 15:37,2270
Individual: ksc2145 ,20,1,4/14/20 15:46,2271
Individual: xov2000 ,20,1,4/14/20 15:50,2272
iggy's boyz ,20,4,4/14/20 15:54,2274
Individual: maz2134 ,20,1,4/14/20 16:03,2278
Kelcie & Absara ,20,2,4/14/20 16:07,2281
T esting ,20,9,4/14/20 16:16,2283
Hamdel ,20,4,4/17/20 9:00,2286
Joining That ,20,10,4/17/20 9:09,2288
JennKatClaire ,20,3,4/17/20 9:18,2289
Individual: arj2145 ,20,1,4/17/20 9:27,2291
Individual: hh2772 ,20,1,4/17/20 9:31,2294
Individual: snt2127 ,20,1,4/17/20 9:35,2299
littyasatitty ,20,2,4/17/20 9:39,2301
Individual: jmk2283 ,20,1,4/17/20 9:48,2302
Individual: mzd2103 ,20,1,4/17/20 9:52,2303
YEEZY ,20,2,4/17/20 9:56,2306
Individual: jmb2443 ,20,1,4/17/20 10:05,2311
Haund Dog ,20,8,4/17/20 10:09,2320
michaeljanselfs ,20,7,4/17/20 10:18,2321
EastCampus ,20,7,4/17/20 10:27,2322
goldenegg2020 ,20,2,4/17/20 10:36,2326
Individual: tt2717 ,20,1,4/17/20 10:45,2327
Individual: rm3612 ,20,1,4/17/20 10:49,2328
Individual: dt2632 ,20,1,4/17/20 10:53,2329
mackiejackie ,20,2,4/17/20 10:57,2331
Individual: ms5992 ,20,1,4/17/20 11:06,2332
Individual: asj2157 ,20,1,4/17/20 11:10,2333
Individual: aor2110 ,20,1,4/17/20 11:14,2334
Individual: ark2199 ,20,1,4/17/20 11:18,2335
Individual: nca2130 ,20,1,4/17/20 11:22,2336
malloc ,20,2,4/17/20 11:26,2337
Birdland ,20,4,4/17/20 11:35,2338
Individual: ejh2200 ,20,1,4/17/20 11:44,2339
Individual: ga2536 ,20,1,4/17/20 11:48,2340
Individual: mcy2114 ,20,1,4/17/20 11:52,2342
Individual: tn2388 ,20,1,4/17/20 11:56,2345
Individual: mk4317 ,20,1,4/17/20 12:00,2347
Transfer Gang Gang ,20,4,4/17/20 12:04,2349
Fencing and Rowing 2020-2021 ,20,8,4/17/20 12:13,2351
Individual: hir2105 ,20,1,4/17/20 12:22,2353
sisepuede ,20,9,4/17/20 12:26,2355
Individual: knl2119 ,20,1,4/17/20 12:35,2357
LemonPie ,20,2,4/17/20 12:39,2362
Individual: awy2110 ,20,1,4/17/20 12:48,2366
Individual: jsk2239 ,20,1,4/17/20 12:52,2367
Individual: mgc2160 ,20,1,4/17/20 12:56,2370
Janet>Velvet Rope ,20,2,4/17/20 13:00,2371
The Big Wrenches ,20,8,4/17/20 13:09,2373
The Nophined ,20,5,4/17/20 13:18,2375
Individual: awb2138 ,20,1,4/17/20 13:27,2377
Gayz in Rugz ,20,8,4/17/20 13:31,2379
halal tings ,20,2,4/17/20 13:40,2380
Home Suite Home ,20,8,4/17/20 13:49,2383
Best Suite 8Ever ,20,8,4/17/20 13:58,2384
Individual: emw2184 ,20,1,4/17/20 14:07,2385
Individual: bph2121 ,20,1,4/17/20 14:11,2386
Corona ,20,8,4/17/20 14:15,2387
Doritos Cheetos ,20,6,4/17/20 14:24,2389
KRNEMYC ,20,8,4/17/20 14:33,2390
Individual: cc4043 ,20,1,4/17/20 14:42,2393
Individual: edw2142 ,20,1,4/17/20 14:46,2396
Individual: jwk2140 ,20,1,4/17/20 14:50,2397
Individual: wh2428 ,20,1,4/17/20 14:54,2398
Individual: sz2803 ,20,1,4/17/20 14:58,2400
U Got Me Trippin ,20,2,4/17/20 15:02,2402
Cookies ,20,6,4/17/20 15:11,2404
K&S Cookies ,20,2,4/17/20 15:20,2405
Individual: jsa2174 ,20,1,4/17/20 15:29,2410
Individual: mp3581 ,20,1,4/17/20 15:33,2414
Individual: ao2682 ,20,1,4/17/20 15:37,2418
Individual: acp2207 ,20,1,4/17/20 15:41,2420
Individual: ier2109 ,20,1,4/17/20 15:45,2421
Get Schwifty ,20,2,4/17/20 15:49,2422
Full Time Flex ,20,4,4/17/20 15:58,2423
Individual: jpc2205 ,20,1,4/17/20 16:07,2424
CatLadiesUnite ,20,2,4/17/20 16:11,2427
Individual: sas2415 ,20,1,4/17/20 16:20,2430
MMM&A ,20,4,4/17/20 16:24,2434
Individual: bh2699 ,20,1,4/20/20 9:00,2436
Me and Jess ,20,2,4/20/20 9:04,2438
Individual: aeo2143 ,20,1,4/20/20 9:13,2444
Individual: ssm2223 ,20,1,4/20/20 9:17,2449
Individual: bc2881 ,20,1,4/20/20 9:21,2450
Individual: gtm2130 ,20,1,4/20/20 9:25,2452
ratlicht ,20,8,4/20/20 9:29,2455
savannahandtalia ,20,2,4/20/20 9:38,2456
Individual: zmm2114 ,20,1,4/20/20 9:47,2457
Individual: rp2917 ,20,1,4/20/20 9:51,2460
Individual: dmr2200 ,20,1,4/20/20 9:55,2462
Individual: mdg2193 ,20,1,4/20/20 9:59,2463
marshmallow ,20,2,4/20/20 10:03,2466
MusicHum18 ,20,3,4/20/20 10:12,2467
Individual: cj2576 ,20,1,4/20/20 10:21,2468
Individual: idn2106 ,20,1,4/20/20 10:25,2470
2-person suite please ,20,2,4/20/20 10:29,2471
Individual: arf2168 ,20,1,4/20/20 10:38,2475
Individual: lld2131 ,20,1,4/20/20 10:42,2479
Individual: sl4475 ,20,1,4/20/20 10:46,2481
Individual: amr2311 ,20,1,4/20/20 10:50,2484
Individual: hs2973 ,20,1,4/20/20 10:54,2487
suitelifeoftrang+molly ,20,2,4/20/20 10:58,2488
Individual: st3210 ,20,1,4/20/20 11:07,2490
Individual: zm2314 ,20,1,4/20/20 11:11,2495
Individual: baa2153 ,20,1,4/20/20 11:15,2496
big seas energy ,20,2,4/20/20 11:19,2497
yeehawyeet1 ,20,6,4/20/20 11:28,2498
Jews Against Fidget Spinners ,20,4,4/20/20 11:37,2502
Individual: emm2294 ,20,1,4/20/20 11:46,2504
Individual: kia2103 ,20,1,4/20/20 11:50,2507
Confirmation Kosher Dining Plan D ,20,2,4/20/20 11:54,2513
Individual: dg3064 ,20,1,4/20/20 12:03,2516
Individual: kk3305 ,20,1,4/20/20 12:07,2520
river time ,20,2,4/20/20 12:11,2524
wrweinrich ,20,2,4/20/20 12:20,2525
Twins ,20,10,4/20/20 12:29,2528
Individual: ab4741 ,20,1,4/20/20 12:38,2531
Individual: ifo2001 ,20,1,4/20/20 12:42,2532
Individual: tef2123 ,20,1,4/20/20 12:46,2534
ultimatehousing ,20,8,4/20/20 12:50,2536
Individual: dhb2137 ,20,1,4/20/20 12:59,2537
Individual: ab4742 ,20,1,4/20/20 13:03,2538
Individual: bja2135 ,20,1,4/20/20 13:07,2543
Individual: rm3611 ,20,1,4/20/20 13:11,2545
Arbys ,20,2,4/20/20 13:15,2548
WWWD! ,20,6,4/20/20 13:24,2550
Individual: jc5112 ,20,1,4/20/20 13:33,2551
Individual: js5364 ,20,1,4/20/20 13:37,2553
Noah's Ark ,20,7,4/20/20 13:41,2554
DeeJayEJ ,20,3,4/20/20 13:50,2555
Individual: iag2124 ,20,1,4/20/20 13:59,2558
Individual: zi2115 ,20,1,4/20/20 14:03,2564
Individual: ngz2101 ,20,1,4/20/20 14:07,2567
Individual: dt2631 ,20,1,4/20/20 14:11,2570
Individual: bwm2119 ,20,1,4/20/20 14:15,2572
Individual: raf2199 ,20,1,4/20/20 14:19,2577
Individual: fm2655 ,20,1,4/20/20 14:23,2580
Fourth floor ,20,4,4/20/20 14:27,2583
Individual: anj2115 ,20,1,4/20/20 14:36,2584
Individual: jl5592 ,20,1,4/20/20 14:40,2586
ASCGLKRK ,20,4,4/20/20 14:44,2587
Individual: px2137 ,20,1,4/20/20 14:53,2592
Individual: aah2198 ,20,1,4/20/20 14:57,2596
Individual: ejf2170 ,20,1,4/20/20 15:01,2597
Individual: dnd2122 ,20,1,4/20/20 15:05,2600
Individual: sel2183 ,20,1,4/20/20 15:09,2602
Individual: lrs2202 ,20,1,4/20/20 15:13,2604
Individual: wl2751 ,20,1,4/20/20 15:17,2605
Individual: kal2241 ,20,1,4/20/20 15:21,2606
Individual: ikn2104 ,20,1,4/20/20 15:25,2608
Individual: yg2626 ,20,1,4/20/20 15:29,2609
A New Start ,20,3,4/20/20 15:33,2610
Kayab ,20,2,4/20/20 15:42,2615
Individual: gd2494 ,20,1,4/20/20 15:51,2617
RugzTrapDen ,20,6,4/20/20 15:55,2621
Housing 2021 ,20,7,4/20/20 16:04,2624
Individual: dhk2147 ,20,1,4/20/20 16:13,2628
Individual: nsp2134 ,20,1,4/20/20 16:17,2633
Individual: yj2489 ,20,1,4/20/20 16:21,2637
Good Vibes Only ,20,8,4/20/20 16:25,2638
Individual: kmg2203 ,20,1,4/21/20 9:00,2639
Individual: tgs2121 ,20,1,4/21/20 9:04,2645
Individual: tc2964 ,20,1,4/21/20 9:08,2646
Individual: cde2117 ,20,1,4/21/20 9:12,2648
Individual: kp2803 ,20,1,4/21/20 9:16,2652
Schneefert ,20,2,4/21/20 9:20,2654
Individual: nmb2177 ,20,1,4/21/20 9:29,2655
Individual: lar2219 ,20,1,4/21/20 9:33,2657
The Brooklyn House ,20,5,4/21/20 9:37,2664
matt and kelley ,20,2,4/21/20 9:46,2665
Individual: ham2159 ,20,1,4/21/20 9:55,2669
Individual: bme2119 ,20,1,4/21/20 9:59,2672
asjtx ,20,4,4/21/20 10:03,2673
dimsum2.0 ,20,6,4/21/20 10:12,2674
Individual: jy3053 ,20,1,4/21/20 10:21,2677
Individual: tjk2132 ,20,1,4/21/20 10:25,2679
Individual: bi2163 ,20,1,4/21/20 10:29,2685
Milk Gang ,20,6,4/21/20 10:33,2687
crrcrr ,20,3,4/21/20 10:42,2693
Individual: erm2159 ,20,1,4/21/20 10:51,2695
Individual: cm3807 ,20,1,4/21/20 10:55,2698
Individual: sr3577 ,20,1,4/21/20 10:59,2699
Individual: bdi2102 ,20,1,4/21/20 11:03,2701
Clean Frogs ,20,2,4/21/20 11:07,2703
Individual: ejs2221 ,20,1,4/21/20 11:16,2705
wives ,20,2,4/21/20 11:20,2706
Individual: dm3410 ,20,1,4/21/20 11:29,2709
alvin and the chipmunks ,20,5,4/21/20 11:33,2710
Rhombus ,20,4,4/21/20 11:42,2712
Senior Fam ,20,4,4/21/20 11:51,2714
Individual: hc2977 ,20,1,4/21/20 12:00,2716
Individual: yz3328 ,20,1,4/21/20 12:04,2721
Individual: kew2158 ,20,1,4/21/20 12:08,2722
Individual: arb2270 ,20,1,4/21/20 12:12,2727
Individual: jgd2148 ,20,1,4/21/20 12:16,2728
hazmat ,20,8,4/21/20 12:20,2732
CUlag ,20,5,4/21/20 12:29,2735
Literally Spec ,20,4,4/21/20 12:38,2737
Individual: tlj2123 ,20,1,4/21/20 12:47,2739
Individual: ez2272 ,20,1,4/21/20 12:51,2740
Individual: jpp2149 ,20,1,4/21/20 12:55,2745
NYPD 99th Precinct ,20,2,4/21/20 12:59,2746
BigXandSuslings ,20,6,4/21/20 13:08,2750
FriendsnBeds ,20,6,4/21/20 13:17,2751
Individual: ats2174 ,20,1,4/21/20 13:26,2752
Individual: avc2130 ,20,1,4/21/20 13:30,2754
Individual: wk2327 ,20,1,4/21/20 13:34,2755
almondbutter ,20,3,4/21/20 13:38,2758
Individual: kt2716 ,20,1,4/21/20 13:47,2759
Individual: mam2558 ,20,1,4/21/20 13:51,2760
Individual: jl5593 ,20,1,4/21/20 13:55,2767
Individual: een2110 ,20,1,4/21/20 13:59,2769
Team Edward ,20,4,4/21/20 14:03,2770
Dr Meg ,20,5,4/21/20 14:12,2775
Individual: et2561 ,20,1,4/21/20 14:21,2779
Individual: nat2143 ,20,1,4/21/20 14:25,2781
Individual: daa2170 ,20,1,4/21/20 14:29,2782
Individual: tac2191 ,20,1,4/21/20 14:33,2783
Individual: geg2136 ,20,1,4/21/20 14:37,2784
Individual: am5083 ,20,1,4/21/20 14:41,2786
housing2020cm ,20,2,4/21/20 14:45,2790
8 ruggles ppl yay ,20,8,4/21/20 14:54,2792
Wheat_Yeeters_v2.0.jpe g ,20,6,4/21/20 15:03,2793
Individual: mf3230 ,20,1,4/21/20 15:12,2803
Individual: yl4093 ,20,1,4/21/20 15:16,2804
Individual: hh2741 ,20,1,4/21/20 15:20,2808
Individual: sy2826 ,20,1,4/21/20 15:24,2817
Individual: mt3306 ,20,1,4/21/20 15:28,2818
Individual: zm2315 ,20,1,4/21/20 15:32,2823
Individual: kw2807 ,20,1,4/21/20 15:36,2824
Individual: tnn2112 ,20,1,4/21/20 15:40,2827
Individual: ew2630 ,20,1,4/21/20 15:44,2832
Individual: rk2960 ,20,1,4/21/20 15:48,2834
Lana and Leah ,20,2,4/21/20 15:52,2835
Individual: jc5109 ,20,1,4/21/20 16:01,2836
loganlermanlovers48 ,20,2,4/21/20 16:05,2839
Hannah ,20,2,4/21/20 16:14,2845
TJ Maxx ,20,3,4/21/20 16:23,2847
Individual: kjh2166 ,20,1,4/22/20 9:00,2848
Clav House ,20,4,4/22/20 9:04,2850
Individual: es3690 ,20,1,4/22/20 9:13,2851
Individual: caj2164 ,20,1,4/22/20 9:17,2852
Individual: jjp2197 ,20,1,4/22/20 9:21,2857
Individual: msb2225 ,20,1,4/22/20 9:25,2859
Individual: aja2197 ,20,1,4/22/20 9:29,2862
pamsuite ,20,2,4/22/20 9:33,2866
Individual: anr2142 ,20,1,4/22/20 9:42,2868
Individual: ab4739 ,20,1,4/22/20 9:46,2869
Christian and Nikita ,20,2,4/22/20 9:50,2872
CKRackers ,20,3,4/22/20 9:59,2873
Individual: aeg2223 ,20,1,4/22/20 10:08,2874
PRLMSAKG ,20,8,4/22/20 10:12,2875
Individual: dmh2215 ,20,1,4/22/20 10:21,2879
6amGang ,20,7,4/22/20 10:25,2883
Individual: kk3302 ,20,1,4/22/20 10:34,2884
Individual: jg4056 ,20,1,4/22/20 10:38,2885
az2022 ,20,2,4/22/20 10:42,2888
CuHeaviesJuniors ,20,8,4/22/20 10:51,2890
Individual: mas2528 ,20,1,4/22/20 11:00,2891
Individual: vmb2133 ,20,1,4/22/20 11:04,2893
TAJEGANG ,20,4,4/22/20 11:08,2894
Individual: gmg2168 ,20,1,4/22/20 11:17,2896
chicken butts ,20,4,4/22/20 11:21,2897
Individual: tal2151 ,20,1,4/22/20 11:30,2899
Individual: rmr2193 ,20,1,4/22/20 11:34,2900
tutou ,20,3,4/22/20 11:38,2901
Individual: cw3136 ,20,1,4/22/20 11:47,2902
Tiramisu ,20,2,4/22/20 11:51,2903
W oodbridge2H ,20,2,4/22/20 12:00,2906
Individual: yc3254 ,20,1,4/22/20 12:09,2908
Individual: dab2245 ,20,1,4/22/20 12:13,2910
Individual: yc3568 ,20,1,4/22/20 12:17,2911
~housing fam~ ,20,7,4/22/20 12:21,2914
real housewives of mohi ,20,4,4/22/20 12:30,2915
Individual: ac4442 ,20,1,4/22/20 12:39,2921
Individual: hg2502 ,20,1,4/22/20 12:43,2922
Individual: td2635 ,20,1,4/22/20 12:47,2924
Individual: hlg2131 ,20,1,4/22/20 12:51,2925
Ez+Lo ,20,2,4/22/20 12:55,2927
Individual: mad2298 ,20,1,4/22/20 13:04,2928
Aisha's Group ,20,3,4/22/20 13:08,2929
Lounge Culture ,20,4,4/22/20 13:17,2935
Individual: jk4247 ,20,1,4/22/20 13:26,2936
Individual: mmk2227 ,20,1,4/22/20 13:30,2938
JoshAndIsaac ,20,6,4/22/20 13:34,2939
Hoopers ,20,5,4/22/20 13:43,2940
Dominicanos ,20,4,4/22/20 13:52,2941
Individual: lap2208 ,20,1,4/22/20 14:01,2948
BidenIsSenile ,20,3,4/22/20 14:05,2949
Individual: sg3661 ,20,1,4/22/20 14:14,2952
Individual: ss5970 ,20,1,4/22/20 14:18,2953
Maya and Elizabeth ,20,2,4/22/20 14:22,2954
Individual: sdz2109 ,20,1,4/22/20 14:31,2956
Individual: ecs2220 ,20,1,4/22/20 14:35,2958
Individual: mlw2173 ,20,1,4/22/20 14:39,2959
ALALALALA ,20,3,4/22/20 14:43,2961
Hot Single Ladies ,20,2,4/22/20 14:52,2962
jajnaw ,20,6,4/22/20 15:01,2966
Individual: mf3231 ,20,1,4/22/20 15:10,2967
Three Musketeers ,20,3,4/22/20 15:14,2969
Individual: ocf2103 ,20,1,4/22/20 15:23,2970
Individual: gag2144 ,20,1,4/22/20 15:27,2981
"Hannah Sungmin Annling and Emily ",17.5,4,4/23/20 9:00,3082
2020Housing ,16.6666,3,4/23/20 9:09,3101
JanScar2020 ,15,2,4/23/20 9:18,3292
Res Inc 3.0 ,14,5,4/23/20 9:27,3365
Crescite ,12.5,4,4/23/20 9:36,3411
Hat Cats ,12.5,8,4/23/20 9:45,3434
Sherlock ,12.5,8,4/23/20 9:54,3456
sweet mates ,12,5,4/23/20 10:03,3511
Yavneh CC/SEAS 2023 ,12,5,4/23/20 10:12,3564
531bruv ,11.6666,6,4/23/20 10:21,3648
psv2020 ,11.6666,6,4/23/20 10:30,3700
hehe butt ,11,10,4/23/20 10:39,3710
Individual: grn2112 ,10,1,4/24/20 9:00,4003
Individual: fpb2109 ,10,1,4/24/20 9:04,4004
Sophomore Suite ,10,8,4/24/20 9:08,4005
Individual: rs4029 ,10,1,4/24/20 9:17,4006
groupchat ,10,8,4/24/20 9:21,4007
FluffyPancakes ,10,2,4/24/20 9:30,4008
Putivale ,10,6,4/24/20 9:39,4010
Individual: laq2104 ,10,1,4/24/20 9:48,4014
Individual: jp4010 ,10,1,4/24/20 9:52,4018
BABES ,10,4,4/24/20 9:56,4019
Daddy Poodles ,10,2,4/24/20 10:05,4021
Group 4124 ,10,8,4/24/20 10:14,4023
symposium123 ,10,9,4/24/20 10:23,4024
Individual: srz2116 ,10,1,4/24/20 10:32,4034
Individual: cja2163 ,10,1,4/24/20 10:36,4035
Individual: ser2212 ,10,1,4/24/20 10:40,4036
JJ8 Floor Bois ,10,8,4/24/20 10:44,4038
123-group ,10,2,4/24/20 10:53,4040
Individual: mjs2397 ,10,1,4/24/20 11:02,4041
Individual: sjn2128 ,10,1,4/24/20 11:06,4042
Si-Parlin ,10,2,4/24/20 11:10,4044
Newarking It Out ,10,4,4/24/20 11:19,4046
Individual: ieb2124 ,10,1,4/24/20 11:28,4051
Individual: as5970 ,10,1,4/24/20 11:32,4053
PokemonGurls ,10,7,4/24/20 11:36,4056
Atlas ,10,9,4/24/20 11:45,4057
Individual: tmg2157 ,10,1,4/24/20 11:54,4068
Individual: new2127 ,10,1,4/24/20 11:58,4070
Trap 2.0 ,10,10,4/24/20 12:02,4075
Individual: lc3474 ,10,1,4/24/20 12:11,4077
Individual: ng2702 ,10,1,4/24/20 12:15,4090
Individual: eet2129 ,10,1,4/24/20 12:19,4092
Individual: jjh2213 ,10,1,4/24/20 12:23,4094
duorouputao ,10,4,4/24/20 12:27,4096
"Rachel Karina Ariana ",10,3,4/24/20 12:36,4098
TeamOSAS ,10,4,4/24/20 12:45,4104
Individual: rjf2157 ,10,1,4/24/20 12:54,4106
Individual: ko2474 ,10,1,4/24/20 12:58,4108
Spicy ,10,5,4/24/20 13:02,4110
Individual: ewm2143 ,10,1,4/24/20 13:11,4112
Individual: tz2294 ,10,1,4/24/20 13:15,4113
squad :) ,10,4,4/24/20 13:19,4115
baguette ,10,2,4/24/20 13:28,4116
Individual: jaf2257 ,10,1,4/24/20 13:37,4119
1103 <3 ,10,6,4/24/20 13:41,4120
June&Grace!! ,10,2,4/24/20 13:50,4122
trapsuite ,10,8,4/24/20 13:59,4123
Pablito ,10,7,4/24/20 14:08,4130
Cool Kids ,10,6,4/24/20 14:17,4132
Lion Housing LLC ,10,4,4/24/20 14:26,4133
Individual: sdh2156 ,10,1,4/24/20 14:35,4134
Individual: jpg2178 ,10,1,4/24/20 14:39,4138
Individual: aeo2147 ,10,1,4/24/20 14:43,4142
Individual: sgf2129 ,10,1,4/24/20 14:47,4143
Individual: aio2116 ,10,1,4/24/20 14:51,4144
housing situation in a group format ,10,2,4/24/20 14:55,4147
Individual: cbc2162 ,10,1,4/24/20 15:04,4156
PhilipAndrew ,10,4,4/24/20 15:08,4160
4001 :) ,10,6,4/24/20 15:17,4162
Bertina and Sachiko ,10,2,4/24/20 15:26,4165
Individual: pfc2113 ,10,1,4/24/20 15:35,4172
Individual: eah2219 ,10,1,4/24/20 15:39,4175
borrach2020 ,10,5,4/24/20 15:43,4178
Individual: lgl2123 ,10,1,4/24/20 15:52,4179
Individual: mb4657 ,10,1,4/24/20 15:56,4183
ChanLeeHousing ,10,6,4/24/20 16:00,4184
Individual: all2209 ,10,1,4/24/20 16:09,4187
Individual: kyw2113 ,10,1,4/24/20 16:13,4190
LaFamilia ,10,6,4/24/20 16:17,4191
Individual: ao2734 ,10,1,4/24/20 16:26,4193
Individual: csm2210 ,10,1,4/27/20 9:00,4194
Glasberg's Group ,10,4,4/27/20 9:04,4200
Individual: adm2216 ,10,1,4/27/20 9:13,4210
Haris/Abby ,10,2,4/27/20 9:17,4213
Take the Long Way Home ,10,8,4/27/20 9:26,4214
Suite Home ,10,4,4/27/20 9:35,4217
DMTINI ,10,6,4/27/20 9:44,4223
Individual: jhh2193 ,10,1,4/27/20 9:53,4229
Daddy Housing ,10,2,4/27/20 9:57,4232
Sus-in-nuss ,10,8,4/27/20 10:06,4234
Individual: lln2115 ,10,1,4/27/20 10:15,4244
Individual: rh2928 ,10,1,4/27/20 10:19,4245
Individual: jc5331 ,10,1,4/27/20 10:23,4247
COOPFriendCrush ,10,2,4/27/20 10:27,4248
"Ashley Sybil Claire ",10,3,4/27/20 10:36,4253
Individual: rgj2111 ,10,1,4/27/20 10:45,4259
Amena and Caroline ,10,2,4/27/20 10:49,4262
Individual: mag2352 ,10,1,4/27/20 10:58,4264
LandA ,10,2,4/27/20 11:02,4265
"Max Tommy Luis Matt ",10,4,4/27/20 11:11,4266
housing ,10,7,4/27/20 11:20,4267
Individual: nrb2141 ,10,1,4/27/20 11:29,4273
Individual: sjm2254 ,10,1,4/27/20 11:33,4277
Individual: cmc2356 ,10,1,4/27/20 11:37,4278
Habibis ,10,6,4/27/20 11:41,4279
Diversity Sweet xd ,10,4,4/27/20 11:50,4282
Geezers ,10,10,4/27/20 11:59,4283
gleeks and geeks ,10,8,4/27/20 12:08,4286
Ddukbokki ,10,6,4/27/20 12:17,4293
Individual: gdt2106 ,10,1,4/27/20 12:26,4294
Individual: cmw2232 ,10,1,4/27/20 12:30,4296
JoSh GaZo ,10,4,4/27/20 12:34,4297
Individual: edm2158 ,10,1,4/27/20 12:43,4300
Legumes ,10,5,4/27/20 12:47,4302
Heyyy ,10,3,4/27/20 12:56,4303
Individual: ggp2119 ,10,1,4/27/20 13:05,4304
[4rDS] ,10,9,4/27/20 13:09,4305
Individual: js5582 ,10,1,4/27/20 13:18,4307
Individual: dms2304 ,10,1,4/27/20 13:22,4309
Individual: cjn2125 ,10,1,4/27/20 13:26,4311
CU Housing ,10,9,4/27/20 13:30,4327
The Geezers ,10,2,4/27/20 13:39,4332
sarah and the sosters ,10,6,4/27/20 13:48,4334
homies ,10,9,4/27/20 13:57,4336
Swimmers ,10,6,4/27/20 14:06,4346
MASTERSIMP ,10,2,4/27/20 14:15,4350
silnicole ,10,2,4/27/20 14:24,4353
Llamas ,10,4,4/27/20 14:33,4357
Individual: ead2199 ,10,1,4/27/20 14:42,4364
Individual: smh2278 ,10,1,4/27/20 14:46,4365
hello nico!! ,10,2,4/27/20 14:50,4369
Individual: ag4219 ,10,1,4/27/20 14:59,4377
Individual: lc3473 ,10,1,4/27/20 15:03,4378
Individual: eus2105 ,10,1,4/27/20 15:07,4383
SADJ! ,10,2,4/27/20 15:11,4384
Lou and Gregoire ,10,2,4/27/20 15:20,4387
Individual: lab2275 ,10,1,4/27/20 15:29,4389
Justine's angelic devils ,10,4,4/27/20 15:33,4390
SeanJamesMattKuang ,10,4,4/27/20 15:42,4391
EDIEEM ,10,2,4/27/20 15:51,4392
Individual: laa2186 ,10,1,4/27/20 16:00,4393
GRaViTy ,10,4,4/27/20 16:04,4396
Buncha SEAS Prudes + 2 CC ,10,6,4/27/20 16:13,4397
CUFrosh ,10,8,4/27/20 16:22,4399
Individual: sz2882 ,10,1,4/28/20 9:00,4401
The Triumvirate ,10,6,4/28/20 9:04,4402
Individual: mas2545 ,10,1,4/28/20 9:13,4405
LSDEE ,10,4,4/28/20 9:17,4409
furnald or bust ,10,8,4/28/20 9:26,4415
Singles Not Ready to Mingle ,10,5,4/28/20 9:35,4419
Individual: bjs2228 ,10,1,4/28/20 9:44,4424
Individual: njl2141 ,10,1,4/28/20 9:48,4425
Individual: mie2114 ,10,1,4/28/20 9:52,4429
Sierra and Elsa ,10,2,4/28/20 9:56,4430
the swederlands ,10,2,4/28/20 10:05,4431
Ohana ,10,6,4/28/20 10:14,4432
714 Continued ,10,4,4/28/20 10:23,4433
Helena's Bedtime ,10,6,4/28/20 10:32,4434
Individual: ee2475 ,10,1,4/28/20 10:41,4441
912B ,10,4,4/28/20 10:45,4449
Individual: sdm2182 ,10,1,4/28/20 10:54,4451
Casa de la Dilla ,10,6,4/28/20 10:58,4452
floorteen ,10,10,4/28/20 11:07,4462
Columbia Fencing Sophomores ,10,5,4/28/20 11:16,4466
margotzoe ,10,2,4/28/20 11:25,4467
Housing Hoes ,10,4,4/28/20 11:34,4468
EliOli ,10,2,4/28/20 11:43,4469
Individual: jmg2354 ,10,1,4/28/20 11:52,4471
Individual: mga2145 ,10,1,4/28/20 11:56,4472
Individual: jsh2233 ,10,1,4/28/20 12:00,4476
Ellie and Erica ,10,2,4/28/20 12:04,4478
Dutch Blitz ,10,3,4/28/20 12:13,4491
Individual: klg2168 ,10,1,4/28/20 12:22,4494
Individual: aj2927 ,10,1,4/28/20 12:26,4498
Fishes ,10,4,4/28/20 12:30,4499
Individual: hc3150 ,10,1,4/28/20 12:39,4500
blowouts ,10,4,4/28/20 12:43,4506
Individual: ja3415 ,10,1,4/28/20 12:52,4507
Individual: el3030 ,10,1,4/28/20 12:56,4513
Individual: sdh2155 ,10,1,4/28/20 13:00,4516
Michelle and Caitlin ,10,2,4/28/20 13:04,4517
M&M's ,10,8,4/28/20 13:13,4521
Individual: jph2188 ,10,1,4/28/20 13:22,4528
Individual: ma4004 ,10,1,4/28/20 13:26,4532
Individual: sbl2145 ,10,1,4/28/20 13:30,4538
Individual: mcj2143 ,10,1,4/28/20 13:34,4548
Individual: cke2110 ,10,1,4/28/20 13:38,4553
Individual: rgs2147 ,10,1,4/28/20 13:42,4555
The guys ,10,3,4/28/20 13:46,4556
Individual: jbg2162 ,10,1,4/28/20 13:55,4559
Individual: ek3088 ,10,1,4/28/20 13:59,4560
Individual: jmg2353 ,10,1,4/28/20 14:03,4561
Choom Gang ,10,2,4/28/20 14:07,4563
Individual: anm2194 ,10,1,4/28/20 14:16,4564
Individual: ljg2166 ,10,1,4/28/20 14:20,4565
Individual: mec2293 ,10,1,4/28/20 14:24,4574
Swish ,10,10,4/28/20 14:28,4577
MRW&SBC ,10,2,4/28/20 14:37,4582
HarvardRejects ,10,6,4/28/20 14:46,4603
sophomore sanity (no hope) ,10,2,4/28/20 14:55,4606
Individual: fah2118 ,10,1,4/28/20 15:04,4608
Practice ,10,4,4/28/20 15:08,4609
